Nama Pemain,Nomor Punggung,Posisi,Club,Negara
Conor Chaplin,10,RM,Ipswich Town,ENG
Omari Hutchinson,20,"AM,RW",Ipswich Town,ENG
Kalvin Phillips,8,DM,Ipswich Town,ENG
Jack Taylor,14,DM,Ipswich Town,IRL
Jack Clarke,47,"LM,CM",Ipswich Town,ENG
Sam Morsy,5,DM,Ipswich Town,EGY
Wes Burns,7,"RW,RM,RB",Ipswich Town,WAL
Chiedozie Ogbene,21,RW,Ipswich Town,IRL
Luke Woolfenden,6,"RB,CB",Ipswich Town,ENG
Jens Cajuste,12,"DM,CM",Ipswich Town,SWE
Conor Townsend,22,CM,Ipswich Town,ENG
Kalvin Phillips,8,"DM,CM",Ipswich Town,ENG
Leif Davis,3,LB,Ipswich Town,ENG
Cameron Burgess,15,CB,Ipswich Town,AUS
Dara O'Shea,26,CB,Ipswich Town,IRL
Harry Clarke,2,RB,Ipswich Town,ENG
Conor Chaplin,10,AM,Ipswich Town,ENG
Ali Al Hamadi,16,FW,Ipswich Town,IRQ
Kasey McAteer,35,LM,Leicester City,IRL
Victor Bernth Kristiansen,16,LM,Leicester City,DEN
Oliver Skipp,22,RW,Leicester City,ENG
Facundo Buonanotte,40,RW,Leicester City,ARG
Harry Winks,8,DM,Leicester City,ENG
Bobby Reid,14,LW,Leicester City,JAM
Stephy Mavididi,10,FW,Leicester City,ENG
Jamie Vardy,9,FW,Leicester City,ENG
Wilfred Ndidi,6,CM,Leicester City,NGA
Jordan Ayew,18,LW,Leicester City,GHA
Harry Winks,8,CM,Leicester City,ENG
Victor Bernth Kristiansen,16,LB,Leicester City,DEN
Wout Faes,3,CB,Leicester City,BEL
Caleb Okoli,5,CB,Leicester City,ITA
Victor Bernth Kristiansen,16,"LB,CB",Leicester City,DEN
Harry Winks,8,"DM,CM",Leicester City,ENG
Bilal El Khannouss,11,CM,Leicester City,MAR
Oliver Skipp,22,DM,Leicester City,ENG
Bobby Reid,14,"AM,CM",Leicester City,JAM
Wilfred Ndidi,6,"AM,CM",Leicester City,NGA
Facundo Buonanotte,40,"RM,AM",Leicester City,ARG
Mads Hermansen,30,GK,Leicester City,DEN
James Justin,2,"RB,LB",Leicester City,ENG
Wout Faes,3,CB,Leicester City,BEL
Caleb Okoli,5,CB,Leicester City,ITA
Abdul Fatawu Issahaku,7,RB,Leicester City,GHA
Victor Bernth Kristiansen,16,LB,Leicester City,DEN
Wilfred Ndidi,6,DM,Leicester City,NGA
Kasey McAteer,35,"WB,CB",Leicester City,IRL
Harry Winks,8,DM,Leicester City,ENG
Wout Faes,3,CB,Leicester City,BEL
Stephy Mavididi,10,LW,Leicester City,ENG
Jordan Ayew,18,FW,Leicester City,GHA
Mads Hermansen,30,GK,Leicester City,DEN
Bilal El Khannouss,11,RW,Leicester City,MAR
Ricardo Pereira,21,RB,Leicester City,POR
Wout Faes,3,CB,Leicester City,BEL
Caleb Okoli,5,CB,Leicester City,ITA
James Justin,2,"LB,CB",Leicester City,ENG
Boubakary Soumaré,24,CM,Leicester City,FRA
Mads Hermansen,30,GK,Leicester City,DEN
James Justin,2,"RB,CB",Leicester City,ENG
Wilfred Ndidi,6,"DM,CM",Leicester City,NGA
Harry Winks,8,"DM,LM",Leicester City,ENG
Facundo Buonanotte,40,"AM,CM",Leicester City,ARG
Abdul Fatawu Issahaku,7,RM,Leicester City,GHA
Jordan Ayew,18,LW,Leicester City,GHA
Jamie Vardy,9,FW,Leicester City,ENG
Odsonne Édouard,29,FW,Leicester City,FRA
Oliver Skipp,22,DM,Leicester City,ENG
Bilal El Khannouss,11,AM,Leicester City,MAR
Wout Faes,3,CB,Leicester City,BEL
Caleb Okoli,5,CB,Leicester City,ITA
Victor Bernth Kristiansen,16,LB,Leicester City,DEN
Jamie Vardy,9,FW,Leicester City,ENG
Odsonne Édouard,29,FW,Leicester City,FRA
Stephy Mavididi,10,LW,Leicester City,ENG
Abdul Fatawu Issahaku,7,LW,Leicester City,GHA
Jordan Ayew,18,RW,Leicester City,GHA
Bilal El Khannouss,11,AM,Leicester City,MAR
Facundo Buonanotte,40,AM,Leicester City,ARG
Mads Hermansen,30,GK,Leicester City,DEN
James Justin,2,RB,Leicester City,ENG
Wout Faes,3,CB,Leicester City,BEL
Caleb Okoli,5,CB,Leicester City,ITA
Victor Bernth Kristiansen,16,LB,Leicester City,DEN
James Justin,2,RB,Leicester City,ENG
Jordan Ayew,18,AM,Leicester City,GHA
Mads Hermansen,30,GK,Leicester City,DEN
Oliver Skipp,22,"DM,CM",Leicester City,ENG
Facundo Buonanotte,40,RW,Leicester City,ARG
